Date,AAPL,AMZN,BAC,CSCO,DIS,GOOG,HD,INTC,JPM,KO,MA,META,MSFT,NVDA,PEP,PFE,PG,TSLA,UNH,V
2018-01-03,-0.0001740557100780027,0.012775310383486449,-0.0033442673790604616,0.007976906533139871,0.0042931610622687355,0.01641316191142206,0.005211569597412868,-0.03393806651301978,0.0010188859373092551,-0.002195815089211406,0.01257316854595003,0.017914243375398264,0.004653427907146845,0.06581427036694021,-0.002625743853317708,0.007409428830814191,-0.0012136648255637317,-0.010233112708571857,0.01049026427755706,0.009955311873030004
2018-01-04,0.004644995550297404,0.004476012896857506,0.013087090931549694,0.002829374457828493,-0.0004451997262594487,0.0036213841747656517,0.007936486543467236,-0.018338379526828152,0.014325602671838134,0.014084711904290836,0.012937100700701754,-0.0018410625945508574,0.008801840671529115,0.005271311919536226,0.004925522211659539,0.002179376573264724,0.007068745117972064,-0.008289977599700404,0.00434037958584077,0.0037181073980281365
2018-01-05,0.011385329553109225,0.016162516530176196,0.004637374737341826,0.013850119279388062,-0.005435214508964226,0.014570999471865909,0.01044542831041162,0.006977438459950136,-0.006419570504760497,-0.0002170186255612272,0.02073021097575589,0.013671131669226178,0.012398193688328396,0.008474017737114092,0.0028734268419485787,0.0019027890893847932,0.0006580305637906569,0.006229740634655645,0.01906887544525593,0.023949167219218914
2018-01-08,-0.003714077186462439,0.014424678832250848,-0.0069237665403432125,0.010371644535559277,-0.014334255347534186,0.004273163380901002,-0.0023895497277303113,0.0,0.0014769811413957168,-0.001519564088761638,0.003022911270069928,0.007653126528147425,0.001020459907723481,0.030640721141407257,-0.005730308165292741,-0.011123203911191704,0.005260782754483717,0.06263821959024418,-0.017356808171833493,0.004038306927522051
2018-01-09,-0.00011489440189593747,0.0046757095740346255,0.004980360934302208,-0.006259505730563553,-0.0007273558866595087,-0.000614245212090192,0.005519740681339647,-0.025033618122504042,0.005069069029708606,0.005000005726429224,0.0014444537216680153,-0.0021776309811162298,-0.0006795819323361929,-0.00027014516350254425,0.0007630545997898697,-0.0010975354837727824,-0.007304831743066842,-0.00808538113492141,0.004983059443162796,-0.0019273218983112406
2018-01-10,-0.00022944273629832423,0.0013012055442500614,0.009249784722628274,0.005542784120662114,-0.0042749175747173185,-0.003299422372420202,-0.00673242323231138,-0.025676286918705937,0.011003991304086025,-0.0034608249041814254,0.0022565922946149453,-0.00015969654229652797,-0.004534250708523424,0.007839715275206771,-0.005081657369083725,0.001647962720463303,-0.006370078690288938,0.003326413914539472,-0.007437489897577643,-0.001091447737949669
2018-01-11,0.005680383518095411,0.01781828254348916,0.0036007197437946115,0.004760725502849006,0.013885060886935419,0.002639182241436222,0.015015376255297364,0.021411483573320567,0.005351393309841912,-0.0006513011572888416,0.006630897309943595,-0.0003726575765750084,0.002960875368324345,0.0017883609633837505,-0.005106968702635162,0.0024675788693231393,-0.0035371071385907893,0.009408646715617364,0.005307786411217652,0.0072280906171469095
2018-01-12,0.010326288642082737,0.022339231610462695,0.017286362435174008,0.019201988452358654,0.013334478230847102,0.015142182794394943,0.0089382350313163,-0.0039158668025376375,0.01651021654850493,0.0023891751754223645,0.008762388305441737,-0.04473558024191604,0.017256881225534038,-0.004909041089854571,0.004277787906814545,-0.0005468192812108086,-0.005989939699272195,-0.005119110235858537,0.014419234414067006,0.0020860031378060473
2018-01-16,-0.005082185620316815,-0.0002605871874575838,0.0016031925655066726,-0.008074014082263603,-0.01582647195898712,-0.00044561797493403166,-0.0005600826172811324,-0.002312475619434484,-0.0035500928295465473,0.008234096880127995,-0.0002466440745914067,-0.0054634813922573855,-0.013951205451964488,-0.012871148929340048,0.004089135403468447,0.0016420995447501419,0.006807170711095933,0.011421116241414841,0.01863214956867254,0.0024981665996535174
2018-01-17,0.01651601987314133,-0.00755630863716783,-0.001920780730045979,0.01628017208237309,0.01156388174876355,0.009110813793719919,0.01787985492348998,0.028975419777873324,0.00641305027188066,0.006232777722366523,0.012508526983644686,-0.004428535751503593,0.020260642195443213,0.020944135334597824,0.011199747929466541,0.01584681309989544,0.010862369099112312,0.02087858455510405,0.023743947186271708,0.013207229008294297
2018-01-18,0.0008931466178938585,-0.0012972916415299185,0.00962158748533648,0.0024269297280266056,-0.01384294607263048,-0.0019347003093692638,-0.007456774420553813,0.0020272586649594526,0.0023895590726112914,0.001281122248359301,0.007059481926925626,0.012387485276783572,-0.00044358396437560454,-0.0012460762456900643,-0.0010907528590416993,-0.00511020413536567,-0.0036458587226175787,-0.007460532163804823,0.019838415698496092,0.009263656364114858
