Date,AAPL_price,AAPL_return,AAPL_rsi,AAPL_macd,AAPL_macd_signal,AMZN_price,AMZN_return,AMZN_rsi,AMZN_macd,AMZN_macd_signal,BAC_price,BAC_return,BAC_rsi,BAC_macd,BAC_macd_signal,CSCO_price,CSCO_return,CSCO_rsi,CSCO_macd,CSCO_macd_signal,DIS_price,DIS_return,DIS_rsi,DIS_macd,DIS_macd_signal,GOOG_price,GOOG_return,GOOG_rsi,GOOG_macd,GOOG_macd_signal,HD_price,HD_return,HD_rsi,HD_macd,HD_macd_signal,INTC_price,INTC_return,INTC_rsi,INTC_macd,INTC_macd_signal,JPM_price,JPM_return,JPM_rsi,JPM_macd,JPM_macd_signal,KO_price,KO_return,KO_rsi,KO_macd,KO_macd_signal,MA_price,MA_return,MA_rsi,MA_macd,MA_macd_signal,META_price,META_return,META_rsi,META_macd,META_macd_signal,MSFT_price,MSFT_return,MSFT_rsi,MSFT_macd,MSFT_macd_signal,NVDA_price,NVDA_return,NVDA_rsi,NVDA_macd,NVDA_macd_signal,PEP_price,PEP_return,PEP_rsi,PEP_macd,PEP_macd_signal,PFE_price,PFE_return,PFE_rsi,PFE_macd,PFE_macd_signal,PG_price,PG_return,PG_rsi,PG_macd,PG_macd_signal,TSLA_price,TSLA_return,TSLA_rsi,TSLA_macd,TSLA_macd_signal,UNH_price,UNH_return,UNH_rsi,UNH_macd,UNH_macd_signal,V_price,V_return,V_rsi,V_macd,V_macd_signal
2018-02-20,-1.4177904121139047,-0.23911539003849663,0.08426961069063688,-0.39595082486214417,-0.5987506726668786,-1.4923815462167884,0.5847012243096488,0.9664246394901947,0.5117424346331965,0.5454438047319237,-0.5315436148261159,-0.08418130611727195,0.3017139165295576,0.15837537118309897,0.08264469754456603,-1.376583639683272,-0.3878640515479939,1.0773408134796831,0.7310632953073359,0.28936711585559793,-0.6311713211947154,-0.2756131771325824,-0.43580255103370813,-0.5661014729035259,-0.6685907678485525,-1.2117911047027932,0.31386631840890666,-0.18059444594831406,-0.5199246213435528,-0.6054467468258845,-1.440947996064662,-0.12234336718254038,-0.8573914000371775,-0.7337314636834595,-0.6738301006067856,-0.2056155673052391,0.6618244751489799,0.37258890927632093,0.03465253481551707,-0.039813222197682144,-0.8435394192182519,-0.024095117048785218,0.15557634224782269,0.00023966535570225128,-0.06137296259492428,-1.6160064155371625,-1.8181110426685154,-1.3327700894063002,-0.974430393711299,-0.938373458157949,-1.8283738828355753,-0.13653679568344468,0.9086186917039221,0.3539082969069408,0.28249364726079707,-0.7552755225311001,-0.3271622042368538,-0.8277152944361892,-0.5188130392860776,-0.4538940216465098,-1.4542970055401065,0.3703835776581321,0.19186590267800804,-0.2121417187779857,-0.2781094585426724,-0.64658236095022,0.5893351945300686,0.5564359872336203,-0.25353191538520564,-0.29304731214201823,-1.6477484001968974,-1.1267514780069916,-1.94506075153567,-1.4805914298588183,-1.3205904133820385,-1.0627798119004297,-0.4398655865034464,0.07967920795225195,-0.2973620016066403,-0.43675021396430447,-1.8576217496498828,-1.2501825930968278,-1.5859196062973842,-1.5065061438163057,-1.6996247895719745,-1.236837555492298,-0.1152864898087771,-0.11634003422297193,-0.174316079230957,-0.17558546317908036,-1.4096355124707327,-0.6997430563914391,-0.5635918909835751,-0.48405804819798437,-0.5266177156935342,-1.8493919728410264,0.036099340870107764,0.05815607619727115,-0.19862828674295194,-0.28398174761209194
2018-02-21,-1.4209262175635318,-0.30015105012845966,-0.02429408421069403,-0.3597470288635857,-0.5546767521152951,-1.4733160741703824,0.41658857726688225,1.105262701605879,0.5442906744100517,0.554072942915967,-0.5391529327925688,-0.11448536555639272,0.24873850560483565,0.1707671480296054,0.10246935450217791,-1.4759596584435988,-1.0382138388193913,0.647851870782655,0.7758237332719891,0.39700003100944553,-0.662324495136395,-0.45998051068658535,-0.6579879783328709,-0.5446802054529823,-0.6491995160043788,-1.2005440534667986,0.36849592348476706,0.0010311739441915288,-0.44550984121494025,-0.5790601530417187,-1.4836877765030452,-1.2022718009374982,-1.2336649487229512,-0.7661627555261499,-0.7022166463079564,-0.23967252878531464,-0.3220473978661183,0.21294781327343953,0.07105201320516145,-0.01693109759414945,-0.8333706664878342,0.18586064004199826,0.2557703486256264,0.029350045890698884,-0.042808947416937554,-1.6730139164603224,-1.2309951572446631,-1.6626619630314066,-1.0591779574186788,-0.9775392793269375,-1.861817627139764,-0.9748464286937634,0.3298242447246961,0.327180121860802,0.29704979014642036,-0.7395553004668397,0.3676128962987846,-0.6107817731274963,-0.5100306378077581,-0.4700555015809253,-1.4650910377307718,-0.7898754178551618,-0.14989716423542568,-0.20985111250525712,-0.26728084013719544,-0.65181586602963,-1.0072557810546154,0.08110088682728671,-0.2551862788223501,-0.28899810376360324,-1.6895782411416385,-1.0721517529906788,-2.2013431086551627,-1.5793138641289175,-1.3996198601151288,-1.0904025562701516,-0.442832921930862,-0.08396606184730493,-0.2598462817123975,-0.40477715248394114,-1.8887243335185466,-1.1136481441439625,-1.856105883106823,-1.5220518477569596,-1.6850486313296833,-1.237714468118792,-0.1709237020570647,-0.1882033142420273,-0.17216038020700053,-0.17570088470114864,-1.42079840986728,-0.4161078379477618,-0.7166702055874593,-0.5008752351699856,-0.5354347297173319,-1.8818311880871466,-0.8244182182789035,-0.3246476711111661,-0.20619629517998808,-0.2714257715806007
2018-02-22,-1.4151776633547501,0.36953158857570323,0.13692345677013007,-0.32009866487535416,-0.5109354425403757,-1.470149543776566,0.03453712197350301,1.1288082540735846,0.5645673639671404,0.5653362463955314,-0.5619800253897126,-0.29635094480523116,0.08576555399816725,0.15846571123049596,0.11569923425365855,-1.5249840697258568,-0.5337586922753643,0.4462224724775203,0.7664175704143562,0.4811013231470482,-0.6559599883497718,0.08019470329539488,-0.5963246606752042,-0.5163554315423081,-0.6277108057577925,-1.2065095285888892,-0.2662918707221408,-0.11311250729308103,-0.3949830379349095,-0.5470341112056938,-1.455467525852314,0.7433386618275497,-0.8729488866657554,-0.7504627566198369,-0.7215853579609652,-0.25221863819809065,-0.11816679700562525,0.1526814692331666,0.09010786304720482,0.005476382510298883,-0.8378201028009644,-0.13567169826072528,0.19572190701566122,0.042697068673821226,-0.02510817426941824,-1.6572274113011312,0.3054443976390568,-1.4947987522137007,-1.0968988655788534,-1.0169500326455914,-1.8548635589011517,0.1522323136274869,0.4128369950083838,0.3091202341033621,0.30477481814620544,-0.7306197555155435,0.18928209072395197,-0.48774480548327004,-0.488014176925199,-0.47834522915624816,-1.4629849009287113,0.08416943542090463,-0.09280758111675994,-0.205235314832966,-0.2576221135844446,-0.6512693372069911,0.02875574536601167,0.11838741582297535,-0.2564885661987978,-0.28603540270395744,-1.6539663748031341,0.8701055269622687,-1.6899258142977434,-1.584912197030829,-1.4640585652261267,-1.0926126616092129,-0.04342398509022411,-0.09744474939842497,-0.22935219890112596,-0.37268138435400844,-1.871758884428715,0.5433200958287204,-1.568141093509305,-1.4914062726509982,-1.6668273075717552,-1.2300371263195002,0.8948114797446678,0.3672896279730253,-0.1626979581607783,-0.17375632563429072,-1.406498075197947,0.44945826765837743,-0.480824078417032,-0.4859946887009298,-0.5391511298805484,-1.8828579827560594,-0.06818268770437687,-0.3366938513468042,-0.2146757236998952,-0.2632288072674222
2018-02-23,-1.4031177880531411,0.8384799398555397,0.4518912715309735,-0.26612318572193955,-0.46439515022522515,-1.4509662677745288,0.41415137421947484,1.2737749252112895,0.5922906214009139,0.5803080795466783,-0.5188615139156073,0.4939403921737749,0.3466183241179268,0.18107573995796555,0.13111679207332538,-1.3845342248638688,1.443055145330271,0.8293197027006581,0.846016452268134,0.5653498433159106,-0.588628917827991,0.9626642667875407,0.005714648976394281,-0.4307622999163055,-0.5924621602414017,-1.1809753571583057,0.893301352793429,0.30197670265367693,-0.31216101517744294,-0.5035188405199287,-1.4217440184457169,0.8838689394072037,-0.4806062630197211,-0.6904415712967142,-0.7243094815163307,-0.07925205288860816,1.6683452024947036,0.8451958686310607,0.23468350789567324,0.05452234048106044,-0.7884604755965002,1.046420340110352,0.6739828787975196,0.11749391473801513,0.005021411958815651,-1.6116207384925647,0.9381896582222842,-1.0313721734490817,-1.0622463873429042,-1.0410576565179464,-1.8238488985499905,0.8300551759187568,0.7664410907343542,0.33321118245939235,0.3161837644404153,-0.6950424709270737,0.8669506298994117,-0.029688238435608433,-0.42011519719036766,-0.4706688825904909,-1.4425375795683921,1.337150832074478,0.424481793143795,-0.15798532296770376,-0.23970121806561023,-0.6486543977644902,0.40841548630928287,0.29874827599247034,-0.25372454691021556,-0.28307803722859226,-1.6420955745503596,0.26683528939512374,-1.5260238279961125,-1.5546501214146682,-1.5090409859702008,-1.0351552813464362,0.9020060959195809,0.2588765888710793,-0.15479459124024197,-0.33107001582065354,-1.865821172987399,0.1582910769199922,-1.4669430613082737,-1.4436192146661522,-1.6420203188414562,-1.2265295270141217,0.3588344528030598,0.5824393136890671,-0.15177871608352975,-0.16985018465856339,-1.3840997320509814,0.7189580730573703,-0.12999389880951098,-0.43218788693843413,-0.5300571761241768,-1.830503290891282,1.234894845500323,0.22757385109985215,-0.1483740022953912,-0.24222292537961432
2018-02-26,-1.389168331461921,0.9621045971587557,0.7702635273843632,-0.1979211023257422,-0.41257210300148434,-1.4222436667144822,0.6336612690291049,1.479892000203447,0.6358310584096313,0.6016478237260902,-0.46940152133514024,0.5637813982286469,0.6230242257538336,0.23598448584487075,0.15518942935011348,-1.2043320836986102,1.8133228429196755,1.2375701453199497,1.0219962434684968,0.6702609291546919,-0.5028742190204413,1.206122781760823,0.6133051836542981,-0.28550709068753277,-0.5336185922383031,-1.1594941902843305,0.729818938277565,0.6140035866845103,-0.211617878193237,-0.446983381861821,-1.4204556141868325,-0.004891620662637326,-0.46592291588059176,-0.6364010998159682,-0.7149904648451355,0.044423616248082866,1.1453997029790093,1.2368705862867506,0.43893441781367937,0.13772420893103676,-0.75753105617185,0.6279819978074936,0.9313463541881044,0.21425338778535877,0.04978302284746483,-1.6124986299802775,-0.050105445691421745,-1.0375242189199128,-1.0259998038005833,-1.0525813922553626,-1.8005602402781307,0.6016716459862638,1.0073671335455505,0.3787637048829582,0.3351980653702378,-0.6814738777559916,0.29787433746345293,0.1312836788521668,-0.34658743146646387,-0.44903354115792643,-1.4306021557158772,0.7352801005060111,0.689782556140123,-0.0968358617401015,-0.21217185671646407,-0.6482047763210869,0.009354605560437377,0.3301349227799253,-0.25175868853115857,-0.28029450625140157,-1.6064839754217655,0.8563175392499669,-1.0546420029764751,-1.4594737009561751,-1.5243683778209804,-0.9434460314862685,1.4238975787206505,0.7425566233766351,-0.01791198146133673,-0.26852581496037403,-1.8494225872991998,0.5179077204043024,-1.186943735092312,-1.3652089674306276,-1.6053891931814501,-1.2233261616566982,0.31590329540903317,0.7664888934917636,-0.14014604873707356,-0.16422120507761867,-1.3556455235771387,0.9108147403851344,0.27345600838247125,-0.3378314866914178,-0.5016210145800344,-1.7964211384179578,0.7715883813198126,0.5474706932892681,-0.050047654578586086,-0.20399118048214704
2018-02-27,-1.3915000542357872,-0.23274773516933406,0.6750670686144422,-0.1505131159659948,-0.360971437201669,-1.4352899556313095,-0.34253041440349635,1.2672329812107737,0.6461728829875264,0.6209433687571642,-0.4808154982848195,-0.15777042216926007,0.530222370041517,0.2656169431692346,0.1807824734677308,-1.2467337355957955,-0.44523468735098254,1.0558636798025667,1.1171825167346905,0.7744799296101406,-0.6683537898446358,-2.3081211308980643,-0.514285411722928,-0.3101995075591445,-0.49175312423898887,-1.19174123243113,-1.1969428935536737,-0.022348708848499006,-0.18632665064854603,-0.3962906194959328,-1.4612057933403697,-1.1378555660805034,-0.8706827230557085,-0.639533126682876,-0.7082016600744243,0.11612011944065348,0.6463541761913016,1.4386053087623334,0.6485739866835022,0.24941071707616452,-0.7874000949882216,-0.673416970903262,0.5084165111582278,0.24355941097825184,0.09184908524213785,-1.6484552171243876,-0.7874336177178666,-1.2888483842917402,-1.030206068940723,-1.0627011708016818,-1.821972548687343,-0.6317503334355064,0.61677291265777,0.37530156451233126,0.3496580509101687,-0.7101835302532422,-0.7481061486322105,-0.26232144456004325,-0.3262434473670821,-0.4274382471700838,-1.4413086213933677,-0.7634739815352106,0.31430489776410164,-0.07594061055137682,-0.18564033724395707,-0.6485645294685173,-0.1368788892454117,0.29141317649291726,-0.25191798407664684,-0.2781015231587649,-1.6078967142160574,-0.06436524179699378,-1.067308283036182,-1.372480375245776,-1.517747930492047,-0.9754886888367341,-0.49766926210855555,0.5196179063236247,0.06272140412601572,-0.20125716036420993,-1.8802414784802142,-1.1001601950451405,-1.5128880120964767,-1.343763408043932,-1.571493372545193,-1.2271618543882794,-0.5079274414375655,0.411231795553307,-0.13510958494640443,-0.15863386406581328,-1.366880969327557,-0.4065356803680243,0.08223538403222576,-0.2826783167004703,-0.4665030658977427,-1.8214694376346734,-0.6339171655163759,0.21687160520949808,-0.011270026157985688,-0.16495545776159212
2018-02-28,-1.3925852928811036,-0.14304858150107921,0.6286636278677296,-0.1175512244255321,-0.3126392019760083,-1.4346749790493716,-0.026336393184240487,1.2721775998535811,0.6451356079682232,0.6361567648355712,-0.5099846461898015,-0.3671175768162625,0.29225832541134583,0.26053768795553184,0.20017104714393194,-1.2811829135132438,-0.3689405862806965,0.9063099962858545,1.153496622301016,0.8655959308514669,-0.7256351490482418,-0.844323196218868,-0.8070233317385089,-0.37515151502177535,-0.47196374644345035,-1.2089159909422271,-0.6736033909134189,-0.3250180186965395,-0.19559795378376532,-0.35773955739349395,-1.492938421071919,-0.9109207135542458,-1.1480684298622499,-0.6762960794294763,-0.7105927543402735,0.060555946315779485,-0.488817174811424,1.1405804495255718,0.7644700253935197,0.36370659909951564,-0.8268034419878896,-0.8862852755853692,0.00998103677803217,0.20657990371407342,0.11760688892912696,-1.6835385332622992,-0.7760091614149279,-1.516592235142497,-1.0650303593843533,-1.0782547667521205,-1.8238488985499905,-0.09661767309075218,0.5825246651910605,0.3620200118041732,0.35834328739379534,-0.7361631521740691,-0.6930132196049248,-0.5848926427911549,-0.34413461481052765,-0.41393215883695134,-1.4450821975771644,-0.3112412297597905,0.18411626618202295,-0.07137486055460424,-0.16343008733603323,-0.6513730970271301,-0.5797399276370971,-0.011073540402525913,-0.25821047278407394,-0.27768395025310316,-1.6406825685461575,-0.8363566714674479,-1.3569082354970503,-1.342000634233807,-1.5058357838603942,-1.029630911090919,-0.8416124443342528,0.16409193375992814,0.07987952685095753,-0.1437751331708685,-1.9373566200103425,-2.0254795192174266,-2.007066375313461,-1.411781563225861,-1.558937582028084,-1.2318923287547419,-0.6220007027684835,0.016007100956383146,-0.13619117063834732,-0.1543968151429531,-1.413283392520497,-1.5698411631067712,-0.6187043506266934,-0.3208011265028379,-0.4469583837138491,-1.8302978004436128,-0.2534130082842743,0.1013354215668191,0.0033205352573688982,-0.13054733980371647
2018-03-01,-1.4051275397976086,-0.9739199603821098,0.11507781557705046,-0.1182124710887654,-0.27411487760678005,-1.4595372043837074,-0.6195460426716038,0.8508204970933184,0.6076890413544792,0.6402755378483767,-0.5736325830528737,-0.7782924827943072,-0.18298655462216024,0.20002574529246303,0.20274544331675165,-1.4110347063998605,-1.3275001553479202,0.375647115614952,1.0771426489611842,0.9222129377812701,-0.7453996256475408,-0.30402051456085194,-0.9038663172882797,-0.43879434460515354,-0.4695590421107821,-1.253511953979182,-1.6932915573313556,-1.001049778670971,-0.27674995558027876,-0.344432321994662,-1.523734627980284,-0.897781188140161,-1.3925029330908592,-0.7378336586345278,-0.7255991221369172,-0.06939419324716106,-1.1607574044605862,0.5137701000333285,0.7497335659218444,0.45197127505560003,-0.870655828896722,-0.9972569781643438,-0.4700874893046806,0.11197419847313708,0.11801501482310926,-1.6651208739026138,0.3627214595706527,-1.3073608870588356,-1.060473946845191,-1.0897218679691605,-1.8489030792907417,-0.7398626114047399,0.13259166898870506,0.3073326665805171,0.35342162563359997,-0.7558544315842431,-0.5436336173410965,-0.812915852867815,-0.3833365067652951,-0.4113881738960115,-1.453155902163074,-0.599852418959656,-0.09348562631087438,-0.08923580901942922,-0.14951528442336975,-0.6581455350164394,-1.3169138199337562,-0.6429493846320885,-0.2764720060786548,-0.2812294802161203,-1.663603300208116,-0.5995749169074818,-1.5454614813691427,-1.3407025674473554,-1.4960243143032008,-1.1047661570923992,-1.1802753817321605,-0.2727653670482933,0.029549955555233036,-0.10854615133751241,-1.9322671157768097,0.1342037734424322,-1.9176885954172558,-1.443640803354526,-1.5557131599667113,-1.239128236072722,-0.9383395452547337,-0.49653967189494813,-0.1445533452272424,-0.1528072312407728,-1.4257594771292474,-0.4615110097794355,-0.7855867439640573,-0.371821180486297,-0.44276473712460374,-1.8824471662530795,-1.2896307621546823,-0.5300076107174927,-0.06239383902525331,-0.11734116261339578
2018-03-02,-1.4002634635337372,0.2945076060044614,0.2538849352956392,-0.11189244487861028,-0.2419433432429446,-1.4506392120468619,0.16915471915654753,0.9369260475660798,0.5785918450649153,0.6373139348404193,-0.5545380871536567,0.2061396235970288,-0.04985182762254286,0.16467524595472566,0.1972476021800213,-1.376583639683272,0.3276308939167177,0.4746614483761274,1.0272743489080252,0.9568764982017561,-0.7313305618847602,0.19687194584111314,-0.795022223782249,-0.47172743347470314,-0.47458320870201226,-1.2416063441156278,0.4064110591115862,-0.7902056133312936,-0.3207618404422629,-0.3432956942133497,-1.5375523215468734,-0.43030624371688175,-1.4970940952529719,-0.7971306890946976,-0.7502209820441141,0.03277224178778647,0.9444265330449677,0.8520578972594883,0.8071437419878535,0.5349405825593639,-0.872985891407175,-0.08998352565192497,-0.49446747169139077,0.030363825790027835,0.10091787437196872,-1.6396876434291585,0.5103129989340262,-1.024270157413675,-1.0168580848524043,-1.0895550225819364,-1.8320159305269141,0.4301586006597095,0.35727589889503025,0.28210631561876887,0.34400893397060217,-0.7502285873173602,0.10602685106254299,-0.7290109577275995,-0.4048014497709448,-0.41387622276764713,-1.4514006800545505,0.058365032935089024,-0.04235813059153198,-0.10256465511874428,-0.14125906406012342,-0.6551501517878268,0.5018623807405171,-0.37332534585542115,-0.2860729616148878,-0.28610558804258124,-1.6374079110988249,0.6266165258932243,-1.169090258895557,-1.2853968731968444,-1.4761707456177124,-1.0694095325228563,0.553542324420969,-0.059199341562384676,0.01934628059590274,-0.08254373663016437,-1.9096473869464783,0.7553435395175953,-1.5248304473311525,-1.4170824619843965,-1.5474481924699033,-1.236628776524199,0.2516635479989389,-0.31210982805251497,-0.14881180021522325,-0.15245224603201146,-1.420360267415612,0.1465438817530719,-0.693626152343373,-0.40088425205130007,-0.4459276990147395,-1.8748505953836478,0.14227984576944405,-0.4397102962630346,-0.10588825288359817,-0.11625441811454502
2018-03-05,-1.3978111803522137,0.11526688705702728,0.3245796545239171,-0.10479108701522495,-0.21468688668862557,-1.4200716812410012,0.6768551651973739,1.2193349854026123,0.5797627791093555,0.6351964323976224,-0.49088900188763157,0.7390479049442015,0.3635252626360008,0.18600440468584725,0.19740915425158792,-1.3156333506301188,0.5955863334692854,0.6487176260021392,1.017093446664797,0.9824371612676098,-0.7172609660393156,0.19602756679189812,-0.6830976058286944,-0.48022442290263123,-0.48039516119991216,-1.2263946398416863,0.5273899746747568,-0.5267657580312505,-0.32975942342964215,-0.3443304000976333,-1.4991445793740164,1.053459286852071,-0.9822708593098158,-0.7895562102598684,-0.7683068306721043,0.10177968622625014,0.6238439739836998,1.0618944336145013,0.8955214751964854,0.6203393761846211,-0.8361250794435815,0.7836653798072788,-0.08829732682337359,0.013726736689278637,0.08368817883767651,-1.624777769626358,0.28395781120657676,-0.8607527232079819,-0.9555234578464651,-1.0762864693940017,-1.7932763202552533,1.034987175228444,0.8185018139131571,0.3121768718301311,0.34300557433745515,-0.7189537994604005,0.7679840998424096,-0.28426096100826503,-0.3776932204563175,-0.4101542338819142,-1.4462233009541972,0.288648551558875,0.11219496663883326,-0.1045660783505607,-0.13508588333289023,-0.6557658049413689,-0.1877601476855114,-0.42990282971066324,-0.2953706430945621,-0.2919817288230727,-1.6263032016580863,0.2462243244711377,-1.0134682780888356,-1.2120304729994444,-1.4443633260143567,-1.050624232535593,0.28749635888773256,0.05343887179334999,0.02683451228112518,-0.06014138964493005,-1.8873105678432966,0.7373431032693034,-1.161364694063694,-1.34553773124394,-1.5255204070695794,-1.2376846352375497,-0.19299303145705174,-0.38619051230589024,-0.15335356083825175,-0.15314592460751314,-1.3970863834509908,0.7551879296679637,-0.30727302485669883,-0.3809342127368309,-0.443983939038205,-1.852061047167711,0.5113877589194612,-0.16980903739930606,-0.11001890686365239,-0.1162851646195983
